group,count,label_mean,label_std,label_min,label_max,abs_label_mean,extreme_label_ratio_|label|>2,text_std_mean,audio_std_mean,vision_std_mean,text_jump_mean,audio_jump_mean,vision_jump_mean,iforest_score_mean,iforest_score_min,iforest_score_max
normal,15451,0.13969969749450684,1.1232494115829468,-3.0,3.0,0.842458963394165,0.06847453239272538,0.9531722664833069,0.9176127910614014,0.9053377509117126,0.7286832332611084,0.3215509057044983,0.21319915354251862,0.13989653509454333,2.389315223894073e-06,0.1870388341390974
outlier,814,0.26310399174690247,1.1471672058105469,-3.0,2.6666667461395264,0.9281326532363892,0.0687960687960688,1.396735429763794,1.2347160577774048,1.2318053245544434,1.5413086414337158,0.6525071859359741,0.41587403416633606,-0.01603678320531974,-0.0699909742020232,-5.973288059735182e-07
